# nrNodes DER PacketSeq RecPackets LostPackets CollidedPackets
100 0.20319666435 7195 1462 5697 36
100 0.192231075697 7028 1351 5656 21
100 0.159829059829 7020 1122 5866 32
100 0.198194444444 7200 1427 5722 51
1000 0.081011852016 72224 5851 65641 729
1000 0.0714930869173 71965 5145 66296 524
